"genres";"plays";"danceability";"artist_plays_previous_month"
"Rock";3;0.362;14
"HipHop";3;0.862;22
"Electronic";8;0.706;1
"Dance";24;0.652;NA
"HipHop,RnbAndSoul";8;0.646;59
"Dance";2;0.788;15
"Electronic";22283;0.559;103974
"Electronic";3;0.545;NA
"Jazz";8;0.25;26
"Rock";79;0.607;136
"Alternative,Folk";81;0.384;74
"Electronic,World";23;0.752;37
"Rock";1;0.236;NA
"HipHop";2750;0.811;NA
"HipHop";1;0.66;1
"Alternative,Soundtrack";64;0.282;68
"Soundtrack";30;0.458;NA
"Rock";1;0.579;3
"Pop";42664;0.799;NA
"Dance,Inspirational";6;0.66;72
"NewAge";26;0.334;0
"HipHop";42;0.682;68
"Electronic";13;0.707;25
"Electronic,Rock";39;0.736;0
"Electronic";22;0.784;NA
"Blues,Rock";515;0.576;6764
"Pop";379;0.474;496
"World";1;0.485;29
"Dance,Electronic";27;0.563;68
"Alternative";31;0.459;8
"Rock";1;0.42;0
"HipHop";330;0.715;0
"Rock";2;0.404;4
"Folk";3;0.725;3
"Vocal";39;0.244;245
"AudioBooks";534;0.679;46051
"Rock";13;0.244;25
"HipHop";13;0.399;0
"Pop";17;0.614;148
"Rock";18;0.528;40
"Rock";2;0.516;NA
"Electronic";55;0.68;21
"Electronic,Pop";43;0.592;0
"Rock";443;0.289;276
"World";58;0.316;0
"Folk";12;0.313;23
"Electronic,NewAge";62;0.524;0
"Electronic";13;0.586;35
"Alternative,Country";1;0.361;35
"Alternative";109;0.532;579
"Rock";1;0.549;8
"Rock";97;0.318;1133
"Pop";96;0.508;1826
"Pop";815;0.689;9187
"Country";7674;0.595;13572
"Dance,Electronic";6;0.658;NA
"Electronic";11;0.734;NA
"Jazz";33;0.592;NA
"Rock";64;0.621;0
"HipHop";2;0.653;42
"Rock";5;0.658;12
"NewAge";31;0.339;0
"Country";14;0.602;61
"Country";23;0.801;573
"Alternative,Country";20;0.561;20
"Rock";504;0.524;171
"Rock";3;0.376;NA
"Alternative";12;0.3;0
"Alternative,Folk";2;0.306;69
"Pop";108;0.7;21
"Alternative,Rock";47;0.334;134
"Reggae";5;0.821;NA
"Alternative";134;0.573;NA
"Alternative";1;0.729;223
"Classical";8;0.114;NA
"Dance,Opera";41;0.729;0
"Classical";590;0.67;117517
"Electronic";2164;0.816;NA
"Electronic";32982;0.583;320942
"Pop";38;0.609;81
"Alternative,Rock";20;0.326;1
"HipHop";14;0.621;15
"World";34;0.278;18
"Soundtrack";39;0.166;1185
"Electronic";12;0.563;206
"HipHop";41981;0.91;363074
"Pop,Rock";12;0.661;0
"SpokenWord";8;0.632;7230
"HipHop";26;0.501;16
"Alternative,Pop";1;0.657;4
"Rock";1;0.312;NA
"Dance,Electronic";51;0.676;0
"AudioBooks,Soundtrack";1;0.46;1
"Electronic";28;0.29;287
"Rock";20;0.533;62
"Classical";56;0.461;7
"Rock";81;0.373;324
"Electronic,NewAge";41;0.3;89
"Pop,Rock";50;0.358;0
"Pop,Rock";43;0.286;520
"HipHop,Pop";24;0.795;NA
"Rock";507;0.405;501
"HipHop,Soundtrack";6;0.364;22
"Rock";325;0.399;0
"Dance,Electronic";2;0.772;3
"Rock";5;0.324;NA
"Alternative,Rock";45;0.16;0
"Comedy";3;0.634;NA
"Alternative,Folk";5;0.392;2
"HipHop";4;0.436;NA
"Alternative";3;0.763;5
"Dance";5;0.664;NA
"HipHop,Pop";10;0.388;52
"Inspirational";1667;0.45;NA
"Electronic,Soundtrack";138022;0.439;679445
"Pop";6;0.501;5
"Rock";145;0.679;390
"Dance,Electronic";4;0.68;15
"Alternative";78;0.315;253
"Alternative,Rock";1;0.594;NA
"Alternative,Rock";1;0.722;1
"Alternative";1;0.478;12
"Rock";1;0.355;NA
"Alternative,Rock";12;0.19;18
"Rock";55;0.532;NA
"Alternative";122;0.417;52
"Pop";18;0.558;NA
"World";2;0.712;NA
"HipHop";76;0.716;150
"Alternative,Rock";352;0.408;0
"Electronic";138;0.676;0
"Blues,Rock";6;0.275;113
"Pop";2;0.574;7
"SpokenWord";7;0.695;7230
"Rock";26;0.501;0
"Dance,Electronic";52;0.825;101
"HipHop";6;0.825;1
"Alternative,Folk";1;0.679;NA
"Rock";2;0.473;482
"Pop,Rock";59;0.594;0
"Folk";52;0.519;158
"Folk";417;0.569;1110
"Alternative";766;0.772;25841
"Rock";42;0.304;0
"Dance,Electronic";7;0.64;441
"Blues,Rock";101;0.225;19
"Electronic";13;0.468;220
"Rock,World";7;0.695;733
"Rock";27;0.111;11
"ChildrensMusic";12;0.536;74
"Pop";501;0.58;1978
"Jazz,World";10;0.598;0
"NewAge";2338;0.51;42921
"Rock";7;0.562;4
"Folk";410;0.357;2156
"Dance,Electronic";22;0.802;0
"Pop";8;0.627;NA
"HipHop";1;0.459;3
"Soundtrack";4;0.525;NA
"Alternative";89;0.432;78
"Alternative,Pop";27;0.666;0
"Alternative,Electronic";1;0.574;16
"Electronic";123;0.67;0
"Rock";12;0.394;NA
"Classical";2;0.611;19
"World";5;0.409;58
"AudioBooks,Soundtrack";20;0.729;74
"HipHop";86;0.696;0
"Alternative,Jazz";14;0.353;1
"Vocal";1;0.172;515
"Inspirational";200;0.651;NA
"Electronic";22;0.642;98
"HipHop,Pop";117;0.623;679
"HipHop";9;0.415;NA
"Rock";9;0.308;11
"Alternative";6;0.378;NA
"Alternative,Rock";11;0.292;71
"NewAge";1;0.617;NA
"Alternative";11;0.468;251
"Rock";21;0.54;0
"Classical";1;0.226;248
"Pop,Rock";17;0.308;18
"Alternative";16;0.668;344
"Pop";5;0.357;45
"Alternative,World";52;0.689;2017
"Pop";15;0.547;109
"HipHop";1;0.58;55
"Rock";41;0.272;1218
"HipHop";24;0.533;48
"Rock";526;0.642;NA
"Folk";5;0.561;2
"Folk,World";30;0.441;68
"HipHop";6;0.583;0
"Rock";11;0.668;24
"Electronic";11768;0.609;265047
"Jazz,Pop";16;0.59;1
"World";6704;0.454;NA
"HipHop";391;0.717;1524
"Alternative";8;0.43;20
"Classical";2;0.621;55
"Rock";3;0.289;NA
"Alternative,Soundtrack";25;0.463;221
"Rock,Soundtrack";31;0.119;6
"Pop";58;0.439;0
"Pop";447;0.462;2167
"Alternative,Rock";4;0.607;0
"Inspirational,NewAge";77;0.405;7116
"Pop";279;0.302;0
"Latin";6;0.748;NA
"Electronic";13792;0.638;736468
"Alternative,Folk";20;0.575;70
"Folk,Vocal";1;0.32;3
"Folk";1;0.444;19
"Electronic";1;0.796;21
"Latin";909;0.519;NA
"Alternative";21;0.352;NA
"NewAge";74;0.3;210
"Alternative,Rock";5;0.237;231
"AudioBooks,SpokenWord";131;0.704;10584
"Electronic,Soundtrack";215;0.27;1434
"Alternative";10;0.286;0
"ChildrensMusic";4;0.723;NA
"Rock";45;0.254;3
"Dance,Electronic";29;0.636;0
"Rock";3;0.247;95
"Rock";27;0.669;37
"NewAge";6;0.225;210
"Alternative,Electronic";1;0.589;11
"Alternative,Rock";7;0.587;7
"NewAge";7;0.122;13249
"Pop";3;0.381;0
"Rock";13;0.521;NA
"Alternative";69;0.727;112
"SpokenWord";20;0.63;7970
"Alternative";91;0.417;545
"Rock";136;0.385;1676
"Alternative,Rock";18;0.339;160
"Alternative,Rock";3;0.277;NA
"Alternative";1;0.61;16
"Inspirational,NewAge";115;0.162;NA
"Country";1;0.476;15
"Vocal,World";1;0.51;NA
"Vocal,World";12;0.56;0
"Alternative,Pop";6888;0.533;9053
"HipHop";6904;0.651;65289
"Pop,RnbAndSoul";14;0.718;45
"HipHop,Pop";20;0.575;0
"Folk";223;0.347;NA
"Inspirational,Rock";2;0.175;NA
"HipHop";25;0.945;NA
"NewAge";432;0.199;543
"Alternative,Pop";19;0.601;6
"Rock";13;0.404;NA
"Dance";4682;0.713;206706
"Electronic,Rock";31;0.854;0
"Inspirational,NewAge";6;0.34;5375
"Rock";617;0.456;607
"Alternative";1;0.331;NA
"HipHop";1;0.785;1
"Pop";70;0.544;34
"Pop,Rock";1;0.47;NA
"Alternative";145;0.502;NA
"Pop";458;0.605;18327
"HipHop";5;0.714;122
"HipHop";19;0.695;NA
"Alternative,Rock";1;0.234;NA
"NewAge";51;0.246;16118
"Electronic";8;0.553;10
"Folk";12;0.766;NA
"Alternative,Rock";26;0.345;0
"Alternative,Rock";1;0.572;15
"Alternative";10;0.372;5
"NewAge";1;0.553;20
"Rock";3;0.583;0
"Pop,Rock";187;0.505;0
"RnbAndSoul";71;0.612;1
"Rock";31;0.559;12
"Pop";660;0.425;8665
"Pop";50;0.811;9
"Rock";125;0.111;1747
"Country,Pop";60;0.398;1666
"HipHop";6574;0.627;186575
"Rock";15;0.483;0
"Alternative,Rock";19;0.521;431
"Electronic";16610;0.813;NA
"Folk";8;0.695;NA
"SpokenWord";8;0.62;6772
"Pop,Rock";24;0.73;0
"AudioBooks,SpokenWord";36;0.682;8277
"Electronic";191;0.698;NA
"Alternative,Rock";1;0.251;15
"Pop";53;0.621;59
"Electronic";3;0.76;NA
"Alternative,Electronic";45;0.355;101
"HipHop";14;0.66;32
"Alternative";4;0.16;NA
"Alternative,Pop";1;0.664;NA
"SpokenWord";3;0.616;75
"Electronic,NewAge";237;0.514;0
"Pop";12;0.352;3
"Rock";4;0.531;23
"Blues,Rock";38;0.424;NA
"Pop";4;0.354;54
"Alternative";20;0.187;0
"Alternative,Folk";48;0.371;0
"Rock";11;0.571;NA
"Folk";5;0.542;35
"Rock";17;0.506;1
"Rock";2;0.41;NA
"Pop";106;0.758;NA
"Rock";34;0.51;NA
"Alternative";7;0.233;NA
"Alternative";2;0.347;6
"Pop,RnbAndSoul";1;0.784;25
"Rock";34;0.328;NA
"Pop,Rock";32;0.466;1044
"HipHop";7;0.74;NA
"Pop";157;0.63;384
"Jazz,World";3;0.656;45
"Rock";3;0.59;NA
"Pop,Rock";155;0.481;828
"Country";608;0.334;0
"Electronic";47;0.787;NA
"Comedy";1;0.657;NA
"Rock";3;0.481;NA
"Dance,Electronic";59;0.71;0
"Pop,Rock";20;0.529;191
"Pop";3;0.629;38
"Rock";4;0.316;NA
"Electronic,Vocal";120;0.29;118
"Dance,Electronic";1;0.978;4
"AudioBooks,SpokenWord";1;0.706;216
"Folk,Pop";61;0.255;0
"Rock";1;0.398;5
"Soundtrack";28;0.186;138
"HipHop";1447;0.55;67213
"Rock";8;0.551;0
"Pop";200;0.644;135
"Rock";361;0.326;907
"Alternative";5;0.641;5
"HipHop";9;0.714;207
"Classical";15;0.357;0
"Alternative,Rock";7;0.487;9
"Electronic";1079;0.705;NA
"Rock";904;0.525;0
"Rock";102;0.441;1
"Alternative,Rock";105;0.686;102
"Alternative,Electronic";10;0.166;1794
"Pop,Rock";1;0.362;NA
"Alternative";1;0.565;5
"Electronic";33986;0.599;NA
"Rock";105;0.0636;NA
"Pop";53;0.703;0
"Alternative";4;0.517;19
"Country";42;0.596;166
"HipHop";42;0.682;NA
"HipHop";3;0.713;52
"Electronic";110;0.388;4429
"Folk,World";7;0.842;27
"Alternative,Rock";2;0.436;2
"Rock";1;0.628;7
"Rock";50;0.387;NA
"Pop";25;0.255;NA
"Pop";10;0.795;18
"Alternative";35;0.633;91
"Electronic";51;0.727;5
"Pop";3;0.756;22
"HipHop";170;0.725;0
"HipHop";1;0.855;NA
"Rock";41;0.443;37
"Alternative,Rock";28;0.459;0
"Electronic,Jazz";6;0.574;11
"Rock";8;0.43;0
"Rock";23;0.497;NA
"SpokenWord";7;0.669;7230
"SpokenWord";8;0.719;2020
"Rock";10;0.505;65
"Pop,Rock";30;0.328;50
"SpokenWord";3;0.617;1406
"Rock";21;0.603;1
"Alternative";6;0.348;25
"Rock";4;0.548;14
"Electronic";13;0.616;NA
"Pop";110;0.376;NA
"Electronic";1;0.809;8
"Pop";22;0.444;540
"Pop";243;0.254;92
"Dance,Electronic";10;0.738;25
"Pop";3;0.587;NA
"Rock";75;0.408;26
"HipHop";310;0.749;NA
"Alternative,Pop";13;0.631;13
"Electronic,NewAge";90;0.176;244031
"Rock";17;0.482;NA
"Alternative,Pop";45;0.499;40
"Jazz,World";1;0.617;22
"Alternative";6;0.647;0
"Folk";8;0.702;NA
"Rock";48;0.414;807
"Pop";391;0.58;1025
"Dance,Electronic";26;0.71;0
"Alternative";1;0.471;NA
"Pop";1;0.607;NA
"Pop,Rock";1;0.586;10
"Pop,Rock";48;0.399;313
"Dance,HipHop";183;0.577;0
"Rock";2;0.443;NA
"Dance,Electronic";1;0.456;NA
"Dance,Electronic";7;0.777;190
"Rock";63;0.318;1396
"Pop";1065;0.417;541
"Pop";1;0.474;55
"Alternative,Rock";3;0.295;203
"Electronic";91;0.159;370
"Alternative";4;0.741;NA
"Rock";702;0.464;NA
"Rock";1;0.484;1
"HipHop,Reggae";774;0.901;0
"Dance,Electronic";2;0.644;5
"Alternative,Pop";1;0.514;13
"Rock";2;0.686;118
"Alternative,Rock";146;0.494;180
"Pop";1;0.449;1
"Country";7;0.596;NA
"Alternative";4;0.0777;11
"Rock";152;0.287;48
"ChildrensMusic";3;0.56;10
"ChildrensMusic";72;0.569;4564
"HipHop";2;0.402;NA
"Electronic";12;0.426;1
"Rock";49;0.409;57
"Rock";1;0.453;3
"Soundtrack";2;0.807;1556
"HipHop";23;0.784;NA
"World";14;0.432;NA
"Alternative";4;0.443;141
"Rock";58;0.555;NA
"HipHop,Pop";38;0.667;43
"Alternative,Rock";334;0.591;0
"Electronic";81;0.53;8344
"Alternative,Rock";2;0.513;18
"Electronic,Rock";31;0.344;22
"Alternative";2;0.59;8
"Rock";105;0.253;288
"Pop,World";38;0.66;0
"Electronic";4;0.428;3
"Alternative";33;0.294;NA
"Alternative";1;0.542;106
"Folk";45;0.331;NA
"Vocal,World";62;0.475;0
"Electronic";9;0.415;NA
"Folk";50;0.386;88
"NewAge";42;0.199;90
"Dance";45538;0.601;706453
"Rock";837;0.602;3758
"Dance,Electronic";560;0.75;0
"Rock";3;0.304;NA
"Electronic";208;0.723;0
"Soundtrack";5;0.457;2
"Country";35;0.372;51
"Alternative,Rock";1;0.187;NA
"Alternative";22;0.841;32
"Rock";8;0.307;NA
"Rock";40;0.568;345
"Rock";66;0.589;0
"Rock";4;0.4;NA
"Alternative,Rock";29;0.398;0
"Alternative,Rock";3;0.646;0
"SpokenWord";17;0.696;6346
"Dance,Electronic";12;0.747;283
"Alternative,Rock";1;0.389;14
"Electronic";63;0.578;339
"Pop";84;0.55;1113
"Pop";574;0.614;1075
"Rock";16;0.245;4
"HipHop";2;0.382;20
"Inspirational";17;0.26;14
"HipHop";309;0.675;1851
"Pop,Rock";20;0.493;0
"Comedy,Pop";5;0.549;2
"NewAge";3548;0.628;441
"Inspirational,NewAge";502;0.434;952
"Alternative";342;0.5;8359
"NewAge,World";2;0.316;5
"Dance,Pop";151;0.694;938
"Electronic,Soundtrack";1;0.797;NA
"HipHop";7;0.807;NA
"Alternative,Pop";4;0.314;60
"Alternative,Electronic";20;0.718;16
"Rock";25;0.402;125
"HipHop";2;0.572;NA
"Alternative";4;0.554;3
"Pop";7;0.737;NA
"Alternative";18;0.777;221
"Rock";765;0.375;28157
"Pop,Reggae";572;0.586;0
"NewAge";6;0.398;3133
"NewAge";3053;0.192;217495
"Alternative";13;0.577;NA
"Rock";248;0.328;NA
"Alternative";64;0.566;NA
"Rock";67;0.0656;NA
"Alternative";96;0.472;2951
"Blues,Rock";4;0.497;25
"Comedy";184;0.475;1
"Alternative,Pop";12;0.664;67
"HipHop,World";3113;0.644;0
"Rock";114;0.416;898
"Rock";1;0.713;0
"Electronic";9;0.521;142
"Alternative";67;0.284;944
"Rock";2;0.578;NA
"Rock";76;0.377;13
"HipHop";41;0.56;NA
"Latin";67;0.554;NA
"Alternative,SpokenWord";18;0.49;109
"NewAge";35;0.194;19096
"Folk,Pop";5;0.495;15
"Electronic,Rock";7;0.47;3
"Comedy";3;0.575;6158
"Rock";4;0.327;20
"Alternative";10;0.489;0
"Rock";1;0.711;NA
"Dance,Electronic";2;0.603;NA
"Rock";13;0.665;97
"Rock";1240;0.472;0
"Alternative";20;0.598;43
"Alternative,Rock";1;0.472;NA
"HipHop,RnbAndSoul";1;0.873;29
"Blues";104;0.278;188
"Rock";3;0.403;16
"Dance,Electronic";22;0.53;99
"SpokenWord";8;0.666;8961
"Dance,Electronic";20;0.784;0
"Rock";3;0.648;NA
"Alternative";31;0.516;NA
"Alternative,Pop";34;0.598;57
"Rock";34;0.188;119
"Dance,Electronic";1;0.831;31
"Rock";25;0.555;23
"HipHop";20;0.657;NA
"HipHop,Reggae";11;0.704;42
"Folk,Reggae";479;0.831;0
"Alternative";144;0.454;78
"World";1;0.792;NA
"Folk,Rock";285;0.362;0
"Alternative,Rock";1;0.157;1
"Rock";15;0.473;31
"Dance,Electronic";8;0.435;200
"Rock";512;0.24;NA
"Alternative,Rock";111;0.206;685
"Electronic";2;0.571;NA
"Alternative,Rock";37;0.734;17
"Pop,Rock";42;0.613;0
"Country";78;0.575;0
"Alternative,Rock";133;0.565;82
"Rock";5;0.165;NA
"Alternative";1;0.181;15
"Dance,Electronic";277;0.265;2019
"Comedy";23852;0.511;228416
"NewAge";32;0.122;220250
"Holiday,Pop";61;0.852;28
"Alternative";1;0.373;95
"Comedy";4;0.593;9417
"Alternative,Rock";6038;0.263;3378
"Alternative,Electronic";5;0.502;62
"HipHop";1057;0.585;973
"Blues,Country";194;0.66;671
"Rock";2;0.58;NA
"Rock";19;0.451;28
"Folk";3;0.668;5
"Alternative,Classical";11;0.259;12
"Electronic";1;0.216;89
"Inspirational";1;0.652;NA
"Rock";14;0.628;NA
"Pop";369;0.29;0
"Rock";103;0.498;120
"Electronic";148;0.752;640
"Dance";697;0.627;0
"Electronic";12;0.467;0
"Alternative";1;0.757;NA
"Dance,Electronic";1;0.807;8
"Country,Folk";1;0.627;NA
"Soundtrack";9;0.306;75
"HipHop";1;0.462;NA
"Rock";28;0.489;0
"Alternative,Rock";17;0.417;140
"Rock";390;0.665;642
"Alternative,Electronic";7;0.597;NA
"Pop,Rock";2;0.576;20
"Classical";2;0.375;12
"Folk";16;0.838;923
"Pop,Rock";1;0.695;NA
"Rock";61;0.448;0
"HipHop";44;0.441;NA
"Electronic";7906;0.673;4200
"Pop,Rock";184;0.446;78
"Holiday";9669;0.702;15184
"HipHop";49;0.799;0
"Electronic";1;0.469;NA
"Rock";90;0.491;NA
"Electronic";4;0.4;9
"Blues";18;0.421;0
"Rock";3;0.547;12
"Rock";21;0.621;0
"HipHop";5;0.708;NA
"Alternative";2;0.481;4
"Folk";8;0.531;134
"AudioBooks,SpokenWord";13;0.717;1800
"Inspirational";1;0.218;135
"HipHop";21;0.395;NA
"Alternative";1;0.488;NA
"HipHop,RnbAndSoul";5572;0.707;102048
"NewAge";758;0.222;NA
"Pop";1;0.282;1
"Inspirational";2;0.501;35
"Rock";125;0.402;NA
"Inspirational,NewAge";14;0.208;NA
"Rock";182;0.289;12443
"Rock";36;0.341;0
"Pop,Rock";3;0.355;1
"Alternative,Rock";7;0.642;25
"Pop";75;0.561;0
"HipHop";1;0.388;23
"Rock";139;0.171;897
"Reggae,World";118;0.643;1006
"Pop";1;0.494;NA
"Rock";24;0.499;NA
"Rock";14;0.618;NA
"Rock";6;0.502;NA
"Pop,Rock";1;0.503;NA
"Rock";23;0.447;NA
"Alternative,Rock";7;0.364;10
"Rock";2;0.405;NA
"Folk";21;0.436;NA
"Alternative";23;0.361;NA
"Dance";37;0.498;NA
"Alternative";3;0.245;9
"Pop";5523;0.455;8665
"Alternative,Pop";260;0.533;1687
"Electronic";602;0.284;207
"Folk";2;0.578;18
"Alternative";2;0.397;1
"Dance,Electronic";1;0.58;NA
"Rock";9;0.575;6
"Electronic";9;0.386;6
"Alternative";800;0.27;4011
"Alternative,Rock";347;0.386;352
"HipHop,Reggae";5647;0.695;0
"Electronic";11;0.557;5
"Classical,Rock";24;0.432;140
"Electronic";17;0.524;NA
"Folk,Pop";3;0.615;5
"Alternative,Rock";1;0.308;NA
"Rock";2;0.183;39
"Alternative,Pop";10;0.572;59
"Pop,Rock";9;0.39;8
"NewAge";24;0.371;NA
"Pop";28;0.556;342
"Pop";56732;0.596;1115422
"Rock";265;0.455;244
"Alternative,Rock";29;0.347;253
"Rock";3;0.499;95
"HipHop";1;0.792;13
"Comedy,Rock";16;0.291;4
"Rock";409;0.569;1187
"Alternative";20;0.348;30
"Rock";511;0.154;1025
"HipHop";5;0.573;NA
"SpokenWord";11;0.621;9683
"Alternative";1;0.475;0
"Rock";42;0.473;NA
"Folk,Pop";67;0.71;238
"Folk,Pop";3;0.603;4
"Alternative,Pop";58;0.499;0
"Electronic";2;0.682;NA
"Rock";10;0.447;0
"Electronic";19;0.865;7
"Classical,Jazz";10;0.643;2835
"Rock";137;0.55;131
"Alternative,Electronic";9;0.166;0
"Rock";6;0.482;12
"Pop,Rock";219;0.508;73
"Pop";95;0.531;218
"Alternative";18;0.423;0
"Alternative,Pop";1;0.278;NA
"NewAge";4098;0.153;45610
"HipHop";2792;0.576;911
"Alternative,Pop";167;0.649;448
"Electronic";1;0.32;NA
"Rock";1;0.425;2
"Rock";4;0.258;5
"Alternative";1;0.571;NA
"Blues";1;0.564;1
"Pop";79;0.622;14
"Rock";243;0.435;0
"Electronic";213804;0.964;50889
"Country";6592;0.594;13572
"Electronic";22;0.478;NA
"Pop";143;0.668;23
"Alternative,Rock";71;0.534;6015
"Alternative";17;0.588;NA
"Pop,World";15;0.657;NA
"HipHop";23;0.815;39
"Alternative";117;0.441;0
"HipHop,RnbAndSoul";2;0.684;12
"Alternative,Pop";362;0.621;10076
"Alternative,Electronic";9;0.617;35
"Alternative,Rock";92;0.641;431
"Rock";1;0.663;NA
"Folk,Vocal";1;0.46;8
"Rock";147;0.174;3386
"Alternative,Rock";20;0.29;26
"Alternative,Pop";52;0.255;0
"Electronic";1;0.454;1
"Pop,Rock";41;0.389;80
"Alternative";55;0.513;NA
"Comedy";2;0.697;2207
"Dance,Electronic";19;0.553;1886
"Alternative,Rock";531;0.47;0
"Jazz,Latin";2;0.627;NA
"Pop,Rock";4;0.528;6
"HipHop";8;0.721;18
"HipHop";415;0.601;291
"Alternative";27;0.465;3
"Inspirational";3094;0.395;NA
"Alternative,Rock";1;0.298;104
"Electronic";21;0.648;NA
"Alternative";16;0.689;11
"Electronic";3;0.767;80
"Rock";2;0.471;NA
"Electronic";31585;0.654;NA
"Pop";18;0.834;NA
"Classical";1;0.336;0
"Blues";45;0.671;1
"Rock";105;0.602;NA
"SpokenWord";58;0.702;7873
"Dance,Electronic";1115;0.496;4972
"NewAge";61;0.256;2
"Electronic,Rock";5;0.556;28
"Rock";2;0.577;34
"Rock";22;0.514;2
"HipHop,RnbAndSoul";49;0.801;0
"Pop,Rock";3;0.448;NA
"Blues";342;0.589;NA
"Rock";206;0.684;148
"Alternative,Electronic";19;0.756;35
"Rock";81;0.501;0
"NewAge";96498;0.489;145526
"Rock";48;0.569;0
"Alternative";38;0.701;NA
"Dance";53247;0.83;42275
"Rock";1;0.681;NA
"Pop";2;0.366;NA
"Pop,Rock";26;0.492;6
"Pop";11;0.508;132
"Blues,Country";9;0.687;0
"Folk,Pop";1;0.634;16
"Rock";1;0.256;4
"Rock";142;0.415;12443
"Alternative";285;0.575;16
"Rock";1;0.359;24
"Rock";1;0.667;3
"Inspirational";4;0.25;4
"Rock";107;0.45;155
"World";7;0.631;NA
"Alternative,Pop";92;0.638;926
"Comedy,Pop";1918;0.666;0
"Alternative";152;0.474;178
"HipHop";58;0.519;14
"Inspirational";10343;0.755;NA
"Alternative,Electronic";8;0.534;7
"Electronic";2;0.584;NA
"Vocal,World";144;0.403;0
"HipHop";40;0.662;NA
"HipHop,RnbAndSoul";7;0.425;219
"Pop";1;0.721;28
"Rock";46;0.65;105
"Folk";60;0.696;1637
"RnbAndSoul";1;0.334;NA
"Alternative,Rock";2;0.496;NA
"Rock";37;0.698;34
"Inspirational,Jazz";11;0.712;18
"Alternative";5;0.553;0
"Alternative,Rock";3;0.218;134
"Rock";93;0.167;NA
"Inspirational,NewAge";7;0.688;8281
"Alternative";54;0.301;10
"Comedy";2;0.683;2207
"SpokenWord";9;0.626;6546
"HipHop";1;0.255;7
"Alternative,World";59;0.569;1890
"Dance,Electronic";558;0.594;838
"Alternative";13;0.559;NA
"Rock";12;0.418;56
"Rock";7;0.512;NA
"Rock";298;0.318;0
"Alternative,Folk";9;0.698;24
"HipHop";1294;0.702;143594
"Alternative";9;0.546;17
"HipHop";9;0.734;NA
"Inspirational";15986;0.73;43320
"HipHop";1;0.749;7
"HipHop";3;0.931;NA
"Alternative,Rock";926;0.357;5325
"Alternative,Rock";1150;0.478;725
"Pop";3;0.835;NA
"NewAge";1041;0.196;54245
"Inspirational";53;0.498;NA
"Rock";22;0.0948;66
"Alternative,Electronic";424;0.488;0
"Alternative,Rock";2;0.472;NA
"Rock";64;0.466;259
"Rock,RnbAndSoul";54;0.538;46
"Rock";145;0.529;961
"Blues";38;0.459;9
"Alternative";14;0.604;356
"Classical,Comedy";6;0.413;104
"Folk";14;0.337;70
"Pop,Reggae";22;0.682;394
"Alternative,Pop";3;0.473;1
"HipHop";5;0.84;61
"Rock";46;0.305;50
"Alternative";29;0.43;102
"Electronic";22;0.371;256
"Alternative,Electronic";39;0.699;27
"HipHop";2;0.786;NA
"Rock";1;0.546;0
"Electronic,NewAge";12;0.122;276131
"Alternative,Rock";106;0.368;129
"Electronic";4;0.688;4
"Classical,Electronic";66;0.12;0
"Rock";7;0.479;20
"Pop,Rock";2;0.481;34
"Inspirational,NewAge";1;0.271;1
"Inspirational,NewAge";35;0.668;10911
"Country";17;0.553;NA
"HipHop";1;0.686;NA
"Alternative";7;0.406;1
"NewAge";627;0.453;15618
"Folk";135;0.375;244
"Electronic";25374;0.787;NA
"Rock";69;0.724;136
"ChildrensMusic,Vocal";220;0.773;112
"Folk";1;0.515;NA
"Alternative";4;0.273;NA
"Electronic";5;0.535;38
"Rock";20;0.44;160
"Folk,Pop";7;0.751;12
"Pop";230;0.38;661
"Rock";10;0.516;NA
"Rock";1;0.192;4
"Alternative";1;0.314;27
"Alternative";6;0.576;51
"Alternative,Rock";1;0.508;5
"Alternative";7;0.271;0
"Holiday,Inspirational";131;0.515;37
"Electronic";1037608;0.962;142027
"ChildrensMusic";118;0.774;581
"Comedy";1;0.247;28
"HipHop,Inspirational";3;0.564;27
"Alternative";1;0.469;NA
"ChildrensMusic";1403;0.658;73951
"Alternative,Rock";27;0.438;81
"Dance";64;0.628;NA
"Alternative,Electronic";9;0.38;8
"Alternative";46;0.288;4
"HipHop";428;0.67;425
"HipHop";2646;0.734;2470
"Electronic";454;0.448;70517
"Alternative,Rock";5;0.629;17
"HipHop";22;0.66;107
"AudioBooks,SpokenWord";102;0.621;6411
"Rock";2;0.324;2
"Pop";15;0.523;NA
"Inspirational,NewAge";124;0.485;27600
"Alternative";7;0.615;NA
"Electronic";1;0.397;NA
"Electronic";2;0.347;NA
"Jazz";2;0.708;4
"Rock";1;0.378;14
"Rock";5;0.281;1
"HipHop";965;0.577;56554
"Alternative,Rock";3;0.433;29
"Rock";41425;0.566;1409505
"Comedy";1;0.478;6650
"Electronic";1619;0.513;NA
"Country";8;0.416;NA
"Rock";2;0.476;20
"Dance,Pop";7;0.643;683
"Rock";15;0.461;101
"Pop";14;0.442;0
"Rock";3;0.499;8
"Electronic,Pop";27;0.8;508
"HipHop";18314;0.674;395
"AudioBooks,SpokenWord";9;0.72;1891
"Classical";2;0.27;10
"Alternative";12363;0.603;72511
"Folk,Pop";3;0.554;3
"Alternative,Rock";41;0.451;31
"HipHop";9;0.608;2
"Blues";3;0.577;15
"Soundtrack";4;0.721;809
